state,county,year,winner,rep_votes,rep_pct,dem_votes,dem_pct,other_votes,other_pct
AL,Chilton,1992,R,8126,56.17,4946,34.19,1396,9.65
AL,Chilton,1996,R,7910,55.4,5354,37.5,1014,7.1
AL,Chilton,2000,R,10066,66.7,4806,31.84,220,1.46
AL,Chilton,2004,R,12829,76.85,3778,22.63,86,0.52
AL,Chilton,2008,R,13960,78.49,3674,20.66,151,0.85
AL,Chilton,2012,R,13932,79.68,3397,19.43,156,0.89
AL,Chilton,2016,R,15081,82.1,2911,15.85,377,2.05
AL,Chilton,2020,R,16085,83.3,3073,15.91,152,0.79
AL,Chilton,2024,R,16920,85.61,2698,13.65,145,0.73
AL,Choctaw,1904,R,45,7.14,558,88.57,27,4.29
AL,Choctaw,1908,R,44,6.66,590,89.26,27,4.08
AL,Choctaw,1912,R,7,1.24,489,86.4,70,12.37
AL,Choctaw,1916,R,21,2.63,765,95.63,14,1.75
AL,Choctaw,1920,R,82,7.09,1071,92.65,3,0.26
AL,Choctaw,1924,R,19,1.82,1021,97.8,4,0.38
AL,Choctaw,1928,R,429,25.67,1242,74.33,0,0
AL,Choctaw,1932,R,48,3.03,1533,96.9,1,0.06
AL,Choctaw,1936,R,74,4.68,1507,95.32,0,0
AL,Choctaw,1940,R,73,3.48,2023,96.52,0,0
AL,Choctaw,1944,R,86,6.46,1243,93.32,3,0.23
AL,Choctaw,1948,R,16,1.1,0,0,1441,98.9
AL,Choctaw,1952,R,593,27.14,1583,72.45,9,0.41
AL,Choctaw,1956,R,457,25.69,1250,70.26,72,4.05
AL,Choctaw,1960,R,612,34.04,1094,60.85,92,5.12
AL,Choctaw,1964,R,2497,85.81,0,0,413,14.19
AL,Choctaw,1968,D,176,2.89,1641,26.93,4276,70.18
AL,Choctaw,1972,R,3055,60.74,1934,38.45,41,0.82
AL,Choctaw,1976,R,3033,43.5,3911,56.1,28,0.4
AL,Choctaw,1980,R,2859,43.45,3680,55.93,41,0.62
AL,Choctaw,1984,R,3960,53.88,3373,45.9,16,0.22
AL,Choctaw,1988,R,3629,50.89,3491,48.96,11,0.15
AL,Choctaw,1992,R,3069,40.6,3941,52.13,550,7.28
AL,Choctaw,1996,R,2623,36.78,4074,57.13,434,6.09
AL,Choctaw,2000,R,3600,48.82,3707,50.27,67,0.91
AL,Choctaw,2004,R,3897,53.92,3303,45.7,27,0.37
AL,Choctaw,2008,R,4223,53.5,3636,46.06,35,0.44
AL,Choctaw,2012,R,4152,52.06,3786,47.47,38,0.48
AL,Choctaw,2016,R,4106,56.31,3109,42.64,77,1.06
AL,Choctaw,2020,R,4296,57.56,3127,41.89,41,0.55
AL,Choctaw,2024,R,4103,61.64,2515,37.79,38,0.57
AL,Clarke,1904,R,79,6.39,1131,91.5,26,2.1
AL,Clarke,1908,R,56,4.51,1169,94.2,16,1.29
AL,Clarke,1912,R,13,1.21,1024,95.34,37,3.45
AL,Clarke,1916,R,25,1.74,1397,97.42,12,0.84
AL,Clarke,1920,R,43,3.3,1253,96.24,6,0.46
AL,Clarke,1924,R,78,6.77,1059,91.93,15,1.3
AL,Clarke,1928,R,936,36.03,1662,63.97,0,0
AL,Clarke,1932,R,53,2.15,2408,97.69,4,0.16
AL,Clarke,1936,R,60,2.19,2673,97.73,2,0.07
AL,Clarke,1940,R,48,1.26,3753,98.71,1,0.03
AL,Clarke,1944,R,142,5.9,2263,93.98,3,0.12
AL,Clarke,1948,R,47,2.23,0,0,2063,97.77
AL,Clarke,1952,R,1303,29.45,3121,70.53,1,0.02
AL,Clarke,1956,R,1246,38.76,1962,61.03,7,0.22
AL,Clarke,1960,R,2016,50.82,1878,47.34,73,1.84
AL,Clarke,1964,R,4460,82.84,0,0,924,17.16
AL,Clarke,1968,D,488,5.66,1717,19.9,6421,74.44
AL,Clarke,1972,R,5256,70.89,2031,27.39,127,1.71
AL,Clarke,1976,R,4126,45.81,4737,52.6,143,1.59
AL,Clarke,1980,R,5059,47.44,5249,49.23,355,3.33
AL,Clarke,1984,R,6282,58.11,4452,41.18,77,0.71
AL,Clarke,1988,R,5708,56.97,4217,42.09,95,0.95
AL,Clarke,1992,R,5495,46.9,5023,42.87,1199,10.23
AL,Clarke,1996,R,4785,47.29,4831,47.75,502,4.96
AL,Clarke,2000,R,5988,55.69,4679,43.52,85,0.79
AL,Clarke,2004,R,6730,59.07,4627,40.61,37,0.32
AL,Clarke,2008,R,7466,55.57,5914,44.02,55,0.41
AL,Clarke,2012,R,7470,53.9,6334,45.7,56,0.4
AL,Clarke,2016,R,7140,54.79,5749,44.12,142,1.09
AL,Clarke,2020,R,7324,55.76,5755,43.81,56,0.43
AL,Clarke,2024,R,6965,58.25,4927,41.2,66,0.55
AL,Clay,1904,R,990,41.61,1345,56.54,44,1.85
AL,Clay,1908,R,594,39.76,863,57.76,37,2.48
AL,Clay,1912,R,64,3.03,1109,52.46,941,44.51
AL,Clay,1916,R,677,36.07,1196,63.72,4,0.21
AL,Clay,1920,R,2133,49.59,2165,50.34,3,0.07
AL,Clay,1924,R,1017,38.13,1597,59.88,53,1.99
AL,Clay,1928,R,1889,65.86,978,34.1,1,0.03
AL,Clay,1932,R,931,30.4,2103,68.68,28,0.91
AL,Clay,1936,R,700,23.51,2138,71.79,140,4.7
AL,Clay,1940,R,854,28.25,2153,71.22,16,0.53
AL,Clay,1944,R,741,32.36,1535,67.03,14,0.61
AL,Clay,1948,R,387,25.77,0,0,1115,74.23
AL,Clay,1952,R,1183,37.39,1972,62.33,9,0.28
AL,Clay,1956,R,1597,48.06,1677,50.47,49,1.47
AL,Clay,1960,R,1548,46.81,1743,52.71,16,0.48
AL,Clay,1964,R,2815,70.13,0,0,1199,29.87
AL,Clay,1968,D,706,14,256,5.08,4082,80.93
AL,Clay,1972,R,3948,88.24,507,11.33,19,0.42
AL,Clay,1976,R,1883,38.76,2946,60.64,29,0.6
AL,Clay,1980,R,2764,48.09,2858,49.73,125,2.18
AL,Clay,1984,R,3432,68.19,1456,28.93,145,2.88
AL,Clay,1988,R,3496,66.74,1602,30.58,140,2.67
AL,Clay,1992,R,2859,49.68,2073,36.02,823,14.3
AL,Clay,1996,R,2694,48.38,2306,41.42,568,10.2
AL,Clay,2000,R,3719,63.22,2045,34.76,119,2.02
AL,Clay,2004,R,4624,70.32,1893,28.79,59,0.9
AL,Clay,2008,R,4984,73.09,1760,25.81,75,1.1
AL,Clay,2012,R,4817,72.12,1777,26.61,85,1.27
AL,Clay,2016,R,5245,79.18,1237,18.67,142,2.14
AL,Clay,2020,R,5601,80.82,1267,18.28,62,0.89
AL,Clay,2024,R,5734,84.73,993,14.67,40,0.59
AL,Cleburne,1868,R,402,50.76,390,49.24,0,0
AL,Cleburne,1872,R,416,44.83,512,55.17,0,0
AL,Cleburne,1876,R,219,17.23,1052,82.77,0,0
AL,Cleburne,1880,R,117,11.46,904,88.54,0,0
AL,Cleburne,1884,R,285,23.36,935,76.64,0,0
AL,Cleburne,1888,R,276,22.68,940,77.24,1,0.08
AL,Cleburne,1892,R,47,2.68,1045,59.58,662,37.74
AL,Cleburne,1896,R,472,31.07,993,65.37,54,3.55
AL,Cleburne,1900,R,624,45.09,660,47.69,100,7.23
AL,Cleburne,1904,R,414,35.94,701,60.85,37,3.21
AL,Cleburne,1908,R,357,49.86,278,38.83,81,11.31
AL,Cleburne,1912,R,133,9.96,691,51.72,512,38.32
AL,Cleburne,1916,R,578,42.75,760,56.21,14,1.04
AL,Cleburne,1920,R,971,58.6,684,41.28,2,0.12
AL,Cleburne,1924,R,696,51.18,622,45.74,42,3.09
AL,Cleburne,1928,R,1108,58.25,794,41.75,0,0
AL,Cleburne,1932,R,405,22.35,1403,77.43,4,0.22
AL,Cleburne,1936,R,543,30.75,1212,68.63,11,0.62
AL,Cleburne,1940,R,434,24,1369,75.72,5,0.28
AL,Cleburne,1944,R,504,34.57,948,65.02,6,0.41
AL,Cleburne,1948,R,317,30.87,0,0,710,69.13
AL,Cleburne,1952,R,792,33.64,1557,66.14,5,0.21
AL,Cleburne,1956,R,1056,42.75,1407,56.96,7,0.28
AL,Cleburne,1960,R,1008,39.97,1510,59.87,4,0.16
AL,Cleburne,1964,R,2156,76.24,0,0,672,23.76
AL,Cleburne,1968,D,485,12.14,160,4.01,3350,83.85
AL,Cleburne,1972,R,3420,85.2,581,14.47,13,0.32
AL,Cleburne,1976,R,1436,36.07,2490,62.55,55,1.38
AL,Cleburne,1980,R,2389,52.78,2050,45.29,87,1.92
AL,Cleburne,1984,R,3259,70.5,1238,26.78,126,2.73
AL,Cleburne,1988,R,3071,68.4,1383,30.8,36,0.8
AL,Cleburne,1992,R,2425,46.31,2144,40.94,668,12.76
AL,Cleburne,1996,R,2063,48.64,1737,40.96,441,10.4
AL,Cleburne,2000,R,3333,65.46,1664,32.68,95,1.87
AL,Cleburne,2004,R,4370,75.37,1391,23.99,37,0.64
AL,Cleburne,2008,R,5216,80.35,1168,17.99,108,1.66
AL,Cleburne,2012,R,5272,83.43,971,15.37,76,1.2
AL,Cleburne,2016,R,5764,87.43,684,10.37,145,2.2
AL,Cleburne,2020,R,6484,89.72,675,9.34,68,0.94
AL,Cleburne,2024,R,6988,91.33,605,7.91,58,0.76
AL,Coffee,1844,,142,31.07,315,68.93,0,0
AL,Coffee,1848,,192,52.46,174,47.54,0,0
AL,Coffee,1852,,113,30.54,239,64.59,18,4.86
AL,Coffee,1856,R,0,0,703,70.02,301,29.98
AL,Coffee,1860,R,0,0,2,0.16,1272,99.84
AL,Coffee,1868,R,80,8.67,843,91.33,0,0
AL,Coffee,1872,R,98,11.68,741,88.32,0,0
AL,Coffee,1876,R,25,2.91,835,97.09,0,0
AL,Coffee,1880,R,63,7.62,764,92.38,0,0
AL,Coffee,1884,R,39,4.27,875,95.73,0,0
AL,Coffee,1888,R,7,0.62,1124,99.38,0,0
AL,Coffee,1892,R,47,2.42,992,51.06,904,46.53
AL,Coffee,1896,R,114,6.77,1494,88.72,76,4.51
AL,Coffee,1900,R,535,33.82,998,63.08,49,3.1
AL,Coffee,1904,R,226,13.15,1106,64.34,387,22.51
AL,Coffee,1908,R,341,18.08,1305,69.19,240,12.73
AL,Coffee,1912,R,68,3.76,1277,70.67,462,25.57
AL,Coffee,1916,R,426,17.21,2029,81.95,21,0.85
AL,Coffee,1920,R,673,27.95,1721,71.47,14,0.58
AL,Coffee,1924,R,323,16.61,1597,82.11,25,1.29
AL,Coffee,1928,R,1036,39.17,1609,60.83,0,0
AL,Coffee,1932,R,95,3.2,2868,96.73,2,0.07
AL,Coffee,1936,R,110,3.33,3178,96.16,17,0.51
AL,Coffee,1940,R,145,6.12,2226,93.88,0,0
AL,Coffee,1944,R,115,3.88,2846,96.02,3,0.1
AL,Coffee,1948,R,113,5.25,0,0,2039,94.75
AL,Coffee,1952,R,699,15.13,3919,84.83,2,0.04
AL,Coffee,1956,R,973,18.47,4163,79.02,132,2.51
AL,Coffee,1960,R,1381,23.54,4470,76.19,16,0.27
AL,Coffee,1964,R,4910,80.19,0,0,1213,19.81
AL,Coffee,1968,D,682,6.33,1071,9.95,9013,83.72
AL,Coffee,1972,R,9076,80.06,2160,19.05,100,0.88
AL,Coffee,1976,R,4683,37.02,7844,62,124,0.98
AL,Coffee,1980,R,6760,50.45,6140,45.82,499,3.72
AL,Coffee,1984,R,10558,69.84,4370,28.91,190,1.26
AL,Coffee,1988,R,8890,66.57,4319,32.34,146,1.09
AL,Coffee,1992,R,7591,48.87,5776,37.19,2166,13.94
AL,Coffee,1996,R,7805,55.12,5168,36.5,1186,8.38
AL,Coffee,2000,R,9938,64.39,5220,33.82,276,1.79
AL,Coffee,2004,R,13019,73.9,4480,25.43,117,0.66
AL,Coffee,2008,R,14919,74.12,5079,25.23,130,0.65
AL,Coffee,2012,R,14666,73.99,4925,24.85,230,1.16
AL,Coffee,2016,R,15875,76.44,4221,20.33,671,3.23
AL,Coffee,2020,R,16899,75.87,5076,22.79,300,1.35
AL,Coffee,2024,R,17495,78.39,4601,20.61,223,1
AL,Colbert,1872,R,856,45.95,1007,54.05,0,0
AL,Colbert,1876,R,778,36.02,1382,63.98,0,0
AL,Colbert,1880,R,1072,43.3,1237,49.96,167,6.74
AL,Colbert,1884,R,1200,51.59,1094,47.03,32,1.38
AL,Colbert,1888,R,1315,50.65,1274,49.08,7,0.27
AL,Colbert,1892,R,0,0,1960,56.48,1510,43.52
AL,Colbert,1896,R,1754,49.84,1658,47.12,107,3.04
AL,Colbert,1900,R,1243,42.79,1542,53.08,120,4.13
AL,Colbert,1904,R,203,17.47,936,80.55,23,1.98
AL,Colbert,1908,R,353,27.88,849,67.06,64,5.06
AL,Colbert,1912,R,228,15.25,946,63.28,321,21.47
AL,Colbert,1916,R,352,23.02,1132,74.04,45,2.94
AL,Colbert,1920,R,650,25.18,1869,72.41,62,2.4
AL,Colbert,1924,R,576,25.29,1503,65.98,199,8.74
AL,Colbert,1928,R,1249,31.64,2596,65.75,103,2.61
AL,Colbert,1932,R,312,9.62,2908,89.64,24,0.74
AL,Colbert,1936,R,251,6.92,3365,92.75,12,0.33
AL,Colbert,1940,R,365,8.35,3998,91.47,8,0.18
AL,Colbert,1944,R,496,12.75,3386,87.07,7,0.18
AL,Colbert,1948,R,488,15.62,0,0,2637,84.38
AL,Colbert,1952,R,1381,18.9,5920,81.01,7,0.1
AL,Colbert,1956,R,1819,20.35,7007,78.4,111,1.24
AL,Colbert,1960,R,2815,26.79,7550,71.85,143,1.36
AL,Colbert,1964,R,5267,48.59,0,0,5573,51.41
AL,Colbert,1968,D,1727,11.06,2291,14.67,11603,74.28
AL,Colbert,1972,R,11215,67.71,4811,29.04,538,3.25
AL,Colbert,1976,R,4471,26.55,11996,71.23,375,2.23
AL,Colbert,1980,R,6619,33.07,12550,62.71,844,4.22
AL,Colbert,1984,R,9530,45.31,11008,52.34,494,2.35
AL,Colbert,1988,R,7775,42.25,10397,56.49,232,1.26
AL,Colbert,1992,R,8073,35.98,12206,54.4,2160,9.63
AL,Colbert,1996,R,8305,40.88,10226,50.33,1787,8.8
AL,Colbert,2000,R,10518,48.85,10543,48.96,471,2.19
AL,Colbert,2004,R,13188,55.1,10598,44.28,149,0.62
AL,Colbert,2008,R,14739,59.33,9703,39.06,401,1.61
AL,Colbert,2012,R,13936,59.44,9166,39.1,342,1.46
AL,Colbert,2016,R,16746,67.21,7312,29.35,857,3.44
AL,Colbert,2020,R,19203,68.86,8343,29.92,340,1.22
AL,Colbert,2024,R,19714,72.58,7137,26.28,309,1.14
AL,Conecuh,1824,,83,27.95,200,67.34,14,4.71
AL,Conecuh,1832,,0,0,200,100,0,0
AL,Conecuh,1836,,285,76.41,88,23.59,0,0
AL,Conecuh,1840,,541,72.23,208,27.77,0,0
AL,Conecuh,1844,,441,61.42,277,38.58,0,0
AL,Conecuh,1848,,426,64.84,231,35.16,0,0
AL,Conecuh,1852,,216,41.7,287,55.41,15,2.9
AL,Conecuh,1856,R,0,0,425,51.02,408,48.98
AL,Conecuh,1860,R,0,0,205,22.75,696,77.25
AL,Conecuh,1868,R,843,48.48,896,51.52,0,0
AL,Conecuh,1872,R,951,51.32,902,48.68,0,0
AL,Conecuh,1876,R,777,39.93,1169,60.07,0,0
AL,Conecuh,1880,R,843,42.21,1154,57.79,0,0
AL,Conecuh,1884,R,972,48.38,1036,51.57,1,0.05
AL,Conecuh,1888,R,748,35.7,1347,64.3,0,0
AL,Conecuh,1892,R,0,0,877,35.01,1628,64.99
AL,Conecuh,1896,R,881,43.87,931,46.36,196,9.76
AL,Conecuh,1900,R,803,48.17,718,43.07,146,8.76
AL,Conecuh,1904,R,106,12.25,739,85.43,20,2.31
AL,Conecuh,1908,R,111,13.94,651,81.78,34,4.27
AL,Conecuh,1912,R,60,6.05,802,80.93,129,13.02
AL,Conecuh,1916,R,42,3.83,1036,94.44,19,1.73
AL,Conecuh,1920,R,189,12.57,1315,87.43,0,0
AL,Conecuh,1924,R,92,8.49,955,88.1,37,3.41
AL,Conecuh,1928,R,1113,56.47,858,43.53,0,0
AL,Conecuh,1932,R,114,5.09,2125,94.91,0,0
AL,Conecuh,1936,R,89,3.88,2195,95.6,12,0.52
AL,Conecuh,1940,R,50,2.08,2345,97.71,5,0.21
AL,Conecuh,1944,R,127,7.74,1498,91.34,15,0.91
AL,Conecuh,1948,R,64,4.54,0,0,1345,95.46
AL,Conecuh,1952,R,749,30.47,1678,68.27,31,1.26
AL,Conecuh,1956,R,885,32.14,1687,61.26,182,6.61
AL,Conecuh,1960,R,650,25.84,1815,72.17,50,1.99
AL,Conecuh,1964,R,2782,81.32,0,0,639,18.68
AL,Conecuh,1968,D,186,3.48,1151,21.53,4009,74.99
AL,Conecuh,1972,R,3214,74.81,1042,24.26,40,0.93
AL,Conecuh,1976,R,1812,36.39,3086,61.97,82,1.65
AL,Conecuh,1980,R,2948,47.69,3102,50.19,131,2.12
AL,Conecuh,1984,R,3538,55.86,2735,43.18,61,0.96
AL,Conecuh,1988,R,3256,51.22,3022,47.54,79,1.24
AL,Conecuh,1992,R,2463,39.05,3155,50.02,689,10.92
AL,Conecuh,1996,R,2093,38.33,2903,53.16,465,8.51
AL,Conecuh,2000,R,2699,48.62,2783,50.14,69,1.24
AL,Conecuh,2004,R,3271,54.33,2719,45.16,31,0.51
AL,Conecuh,2008,R,3470,49.98,3429,49.39,44,0.63
AL,Conecuh,2012,R,3439,48.95,3555,50.6,31,0.44
AL,Conecuh,2016,R,3420,51.94,3080,46.77,85,1.29
AL,Conecuh,2020,R,3442,53.44,2966,46.05,33,0.51
AL,Conecuh,2024,R,3423,56.57,2580,42.64,48,0.79
AL,Coosa,1904,R,472,30.99,933,61.26,118,7.75
AL,Coosa,1908,R,447,35.93,717,57.64,80,6.43
AL,Coosa,1912,R,109,9.04,763,63.27,334,27.69
AL,Coosa,1916,R,485,34.92,867,62.42,37,2.66
AL,Coosa,1920,R,741,42.01,1007,57.09,16,0.91
AL,Coosa,1924,R,508,38.66,790,60.12,16,1.22
AL,Coosa,1928,R,1078,60.63,699,39.31,1,0.06
AL,Coosa,1932,R,250,16.34,1265,82.68,15,0.98
AL,Coosa,1936,R,239,14.78,1346,83.24,32,1.98
AL,Coosa,1940,R,317,18.9,1347,80.32,13,0.78
AL,Coosa,1944,R,394,26.6,1079,72.86,8,0.54
AL,Coosa,1948,R,275,24.47,0,0,849,75.53
AL,Coosa,1952,R,788,34.4,1501,65.52,2,0.09
AL,Coosa,1956,R,1070,42.48,1411,56.01,38,1.51
AL,Coosa,1960,R,1073,41.67,1493,57.98,9,0.35
AL,Coosa,1964,R,1978,72.77,0,0,740,27.23
AL,Coosa,1968,D,330,8.66,623,16.35,2858,74.99
AL,Coosa,1972,R,2672,77.2,773,22.33,16,0.46
AL,Coosa,1976,R,1196,31.76,2533,67.26,37,0.98
AL,Coosa,1980,R,1714,40.72,2383,56.62,112,2.66
AL,Coosa,1984,R,2585,58.95,1781,40.62,19,0.43
AL,Coosa,1988,R,2405,56.15,1860,43.43,18,0.42
AL,Coosa,1992,R,1973,41.12,2330,48.56,495,10.32
AL,Coosa,1996,R,1721,41.66,2121,51.34,289,7
AL,Coosa,2000,R,2382,52.16,2104,46.07,81,1.77
AL,Coosa,2004,R,2905,58.09,2055,41.09,41,0.82
AL,Coosa,2008,R,3248,58.39,2273,40.86,42,0.75
AL,Coosa,2012,R,3049,57.72,2191,41.48,42,0.8
AL,Coosa,2016,R,3381,64.38,1782,33.93,89,1.69
AL,Coosa,2020,R,3631,66.27,1796,32.78,52,0.95
AL,Coosa,2024,R,3758,71.34,1478,28.06,32,0.61
AL,Covington,1904,R,310,23.24,907,67.99,117,8.77
AL,Covington,1908,R,315,21.18,1054,70.88,118,7.94
AL,Covington,1912,R,110,6.47,1251,73.54,340,19.99
AL,Covington,1916,R,305,14.03,1738,79.94,131,6.03
AL,Covington,1920,R,548,20.65,2039,76.83,67,2.52
AL,Covington,1924,R,156,7.54,1776,85.88,136,6.58
AL,Covington,1928,R,1681,45.6,2000,54.26,5,0.14
AL,Covington,1932,R,99,2.49,3855,97.15,14,0.35
AL,Covington,1936,R,167,3.76,4265,95.91,15,0.34
AL,Covington,1940,R,186,3.86,4635,96.08,3,0.06
AL,Covington,1944,R,256,7.92,2972,91.98,3,0.09
AL,Covington,1948,R,154,5.25,0,0,2782,94.75
AL,Covington,1952,R,1581,24.11,4956,75.57,21,0.32
AL,Covington,1956,R,2257,30.13,4887,65.25,346,4.62
AL,Covington,1960,R,2047,26.16,5744,73.42,33,0.42
AL,Covington,1964,R,7554,82.33,0,0,1621,17.67
AL,Covington,1968,D,831,6.33,791,6.03,11506,87.64
AL,Covington,1972,R,9278,85.27,1547,14.22,56,0.51
AL,Covington,1976,R,4977,40.71,7081,57.93,166,1.36
AL,Covington,1980,R,7014,51.54,6305,46.33,289,2.12
AL,Covington,1984,R,9944,71.63,3812,27.46,127,0.91
AL,Covington,1988,R,8130,67.34,3845,31.85,98,0.81
AL,Covington,1992,R,6840,48.99,5004,35.84,2118,15.17
AL,Covington,1996,R,6035,50.66,4543,38.13,1335,11.21
AL,Covington,2000,R,8961,65.83,4440,32.62,212,1.56
AL,Covington,2004,R,11119,76.02,3423,23.4,85,0.58
AL,Covington,2008,R,12444,78.82,3240,20.52,103,0.65
AL,Covington,2012,R,12153,78.72,3158,20.45,128,0.83
AL,Covington,2016,R,13267,83.23,2387,14.97,286,1.79
AL,Covington,2020,R,14586,83.68,2721,15.61,123,0.71
AL,Covington,2024,R,14677,85.86,2314,13.54,104,0.61
AL,Crenshaw,1904,R,180,13.25,1077,79.25,102,7.51
AL,Crenshaw,1908,R,311,20.94,1100,74.07,74,4.98
AL,Crenshaw,1912,R,47,4.03,986,84.49,134,11.48
AL,Crenshaw,1916,R,139,8.81,1427,90.43,12,0.76
AL,Crenshaw,1920,R,310,17.93,1411,81.61,8,0.46
AL,Crenshaw,1924,R,117,9.41,1107,89.06,19,1.53
AL,Crenshaw,1928,R,978,42.67,1314,57.33,0,0
AL,Crenshaw,1932,R,127,5.32,2200,92.13,61,2.55
AL,Crenshaw,1936,R,96,3.89,2371,95.95,4,0.16
AL,Crenshaw,1940,R,84,3.03,2680,96.65,9,0.32
AL,Crenshaw,1944,R,118,5.61,1980,94.06,7,0.33
AL,Crenshaw,1948,R,38,2.65,0,0,1394,97.35
AL,Crenshaw,1952,R,544,17.94,2485,81.96,3,0.1
AL,Crenshaw,1956,R,567,19.06,2252,75.7,156,5.24
AL,Crenshaw,1960,R,573,16.37,2923,83.49,5,0.14
AL,Crenshaw,1964,R,3008,78.66,0,0,816,21.34
AL,Crenshaw,1968,D,209,3.81,726,13.25,4545,82.94
AL,Crenshaw,1972,R,3129,72.87,1085,25.27,80,1.86
AL,Crenshaw,1976,R,1801,34.2,3372,64.03,93,1.77
AL,Crenshaw,1980,R,2478,47.15,2704,51.45,74,1.41
AL,Crenshaw,1984,R,3261,61.86,1904,36.12,107,2.03
AL,Crenshaw,1988,R,2617,58.44,1836,41,25,0.56
AL,Crenshaw,1992,R,2339,44.22,2404,45.44,547,10.34
AL,Crenshaw,1996,R,1939,43.6,2172,48.84,336,7.56
AL,Crenshaw,2000,R,2793,58.25,1934,40.33,68,1.42
AL,Crenshaw,2004,R,3777,68.67,1698,30.87,25,0.45
AL,Crenshaw,2008,R,4319,68.65,1938,30.81,34,0.54
AL,Crenshaw,2012,R,4331,67.42,2050,31.91,43,0.67
AL,Crenshaw,2016,R,4513,72.01,1664,26.55,90,1.44
AL,Crenshaw,2020,R,4864,73.51,1700,25.69,53,0.8
AL,Crenshaw,2024,R,5000,77.09,1457,22.46,29,0.45
AL,Cullman,1880,R,163,32.67,336,67.33,0,0
AL,Cullman,1884,R,232,31.35,506,68.38,2,0.27
AL,Cullman,1888,R,350,27.52,920,72.33,2,0.16
AL,Cullman,1892,R,6,0.29,1066,50.69,1031,49.03
AL,Cullman,1896,R,447,24.61,1202,66.19,167,9.2
AL,Cullman,1900,R,820,38.26,1167,54.46,156,7.28
AL,Cullman,1904,R,1238,41.02,1497,49.6,283,9.38
AL,Cullman,1908,R,1521,52.39,1239,42.68,143,4.93
AL,Cullman,1912,R,264,9.12,1230,42.49,1401,48.39
AL,Cullman,1916,R,1351,48.9,1396,50.52,16,0.58
AL,Cullman,1920,R,3492,57.24,2566,42.06,43,0.7
AL,Cullman,1924,R,1639,45.11,1809,49.79,185,5.09
AL,Cullman,1928,R,2959,65.28,1574,34.72,0,0
AL,Cullman,1932,R,956,24.24,2910,73.78,78,1.98
AL,Cullman,1936,R,1703,30.97,3781,68.76,15,0.27
AL,Cullman,1940,R,3057,35.19,5603,64.51,26,0.3
AL,Cullman,1944,R,2202,35.83,3898,63.43,45,0.73
AL,Cullman,1948,R,1755,32.72,0,0,3609,67.28
AL,Cullman,1952,R,3391,39.13,5254,60.62,22,0.25
AL,Cullman,1956,R,4381,44.12,5510,55.49,38,0.38
AL,Cullman,1960,R,4248,40.08,6346,59.87,5,0.05
AL,Cullman,1964,R,7152,58.33,0,0,5110,41.67
AL,Cullman,1968,D,4964,28.75,1115,6.46,11186,64.79
AL,Cullman,1972,R,14390,79.54,3571,19.74,130,0.72
AL,Cullman,1976,R,6899,34.4,12961,64.63,195,0.97
AL,Cullman,1980,R,10212,45.92,11525,51.82,503,2.26
AL,Cullman,1984,R,14782,63.92,7989,34.55,355,1.54
AL,Cullman,1988,R,14351,61.87,8517,36.72,329,1.42
AL,Cullman,1992,R,14411,49.62,10451,35.98,4181,14.4
AL,Cullman,1996,R,14308,53.88,9544,35.94,2701,10.17
AL,Cullman,2000,R,19157,64.88,9758,33.05,610,2.07
AL,Cullman,2004,R,26818,76.21,8045,22.86,328,0.93
AL,Cullman,2008,R,28896,81.85,5864,16.61,545,1.54
AL,Cullman,2012,R,28999,83.92,5052,14.62,504,1.46
AL,Cullman,2016,R,32989,87.1,3798,10.03,1086,2.87
AL,Cullman,2020,R,36880,88.12,4478,10.7,493,1.18
AL,Cullman,2024,R,38704,89.7,4039,9.36,403,0.93
AL,Dale,1836,,53,28.49,133,71.51,0,0
AL,Dale,1840,,367,35.32,672,64.68,0,0
AL,Dale,1844,,209,25.33,616,74.67,0,0
AL,Dale,1848,,368,39.87,555,60.13,0,0
AL,Dale,1852,,170,28.01,406,66.89,31,5.11
AL,Dale,1856,R,0,0,945,69.28,419,30.72
AL,Dale,1860,R,0,0,5,0.32,1557,99.68
AL,Dale,1868,R,346,22.31,1205,77.69,0,0
AL,Dale,1872,R,322,24.16,1011,75.84,0,0
AL,Dale,1876,R,269,19.05,1143,80.95,0,0
AL,Dale,1880,R,284,18.83,1224,81.17,0,0
AL,Dale,1884,R,145,12.12,980,81.94,71,5.94
AL,Dale,1888,R,15,1.17,1266,98.83,0,0
AL,Dale,1892,R,15,0.58,1460,56.48,1110,42.94
AL,Dale,1896,R,289,11.17,2155,83.27,144,5.56
AL,Dale,1900,R,888,39.86,1141,51.21,199,8.93
AL,Dale,1904,R,345,24.19,997,69.92,84,5.89
AL,Dale,1908,R,346,26.15,921,69.61,56,4.23
AL,Dale,1912,R,99,6.17,1059,66.02,446,27.81
AL,Dale,1916,R,597,31.93,1260,67.38,13,0.7
AL,Dale,1920,R,768,35.31,1386,63.72,21,0.97
AL,Dale,1924,R,297,20.61,1117,77.52,27,1.87
AL,Dale,1928,R,1000,44.76,1233,55.19,1,0.04
AL,Dale,1932,R,155,6.31,2300,93.65,1,0.04
AL,Dale,1936,R,193,7.43,2404,92.5,2,0.08
AL,Dale,1940,R,374,12.8,2543,87.03,5,0.17
AL,Dale,1944,R,325,13.28,2094,85.57,28,1.14
AL,Dale,1948,R,230,14.36,0,0,1372,85.64
AL,Dale,1952,R,1073,28.51,2669,70.93,21,0.56
