state,county,year,winner,rep_votes,rep_pct,dem_votes,dem_pct,other_votes,other_pct
CA,Yolo,1992,R,17574,28.15,33297,53.33,11565,18.52
CA,Yolo,1988,R,22358,41.89,30429,57.01,585,1.1
CA,Yolo,1984,R,24329,47.84,25879,50.89,645,1.27
CA,Yolo,1980,R,19603,39.45,21527,43.32,8560,17.23
CA,Yolo,1976,R,18376,42.42,23533,54.33,1408,3.25
CA,Yolo,1972,R,17969,42.04,23694,55.44,1075,2.52
CA,Yolo,1968,R,11123,38.41,15833,54.67,2004,6.92
CA,Yolo,1964,R,7976,30.36,18266,69.52,32,0.12
CA,Yolo,1960,R,10104,44.73,12395,54.87,90,0.4
CA,Yolo,1956,R,9347,47.99,10075,51.72,57,0.29
CA,Yolo,1952,R,9375,53.17,8119,46.04,139,0.79
CA,Yolo,1948,R,5560,43.83,6655,52.47,469,3.7
CA,Yolo,1944,R,4233,41.84,5837,57.7,46,0.45
CA,Yolo,1940,R,4373,40.29,6380,58.78,101,0.93
CA,Yolo,1936,R,2594,29.84,5992,68.94,106,1.22
CA,Yolo,1932,R,2515,29.49,5780,67.77,234,2.74
CA,Yolo,1928,R,3545,56.96,2641,42.43,38,0.61
CA,Yolo,1924,R,2470,45.35,797,14.63,2180,40.02
CA,Yolo,1920,R,3375,61.95,1787,32.8,286,5.25
CA,Yolo,1916,R,2334,42.43,2922,53.12,245,4.45
CA,Yolo,1912,R,9,0.23,2239,56.06,1746,43.72
CA,Yolo,1908,R,1707,49.01,1553,44.59,223,6.4
CA,Yolo,1904,R,1702,51.87,1301,39.65,278,8.47
CA,Yolo,1900,R,1510,45.81,1687,51.18,99,3
CA,Yolo,1896,R,1485,44.84,1753,52.93,74,2.23
CA,Yolo,1892,R,1372,40.78,1707,50.74,285,8.47
CA,Yolo,1888,R,1350,44.66,1580,52.27,93,3.08
CA,Yolo,1884,R,1412,48.74,1421,49.05,64,2.21
CA,Yolo,1880,R,1256,47.38,1374,51.83,21,0.79
CA,Yuba,1880,R,1165,49.43,1185,50.28,7,0.3
CA,Yuba,1884,R,1214,52.55,1047,45.32,49,2.12
CA,Yuba,1888,R,1130,46.37,1170,48.01,137,5.62
CA,Yuba,1892,R,1079,45.41,1198,50.42,99,4.17
CA,Yuba,1896,R,1204,53.82,991,44.3,42,1.88
CA,Yuba,1900,R,1179,54.08,971,44.54,30,1.38
CA,Yuba,1904,R,1235,63.37,633,32.48,81,4.16
CA,Yuba,1908,R,1270,55.24,902,39.23,127,5.52
CA,Yuba,1912,R,17,0.65,1242,47.57,1352,51.78
CA,Yuba,1916,R,1530,42.1,1980,54.49,124,3.41
CA,Yuba,1920,R,2012,70.7,696,24.46,138,4.85
CA,Yuba,1924,R,1735,45.88,426,11.26,1621,42.86
CA,Yuba,1928,R,2022,50.02,1990,49.23,30,0.74
CA,Yuba,1932,R,1176,26.17,3138,69.84,179,3.98
CA,Yuba,1936,R,1332,23.95,4125,74.18,104,1.87
CA,Yuba,1940,R,2471,34.24,4660,64.57,86,1.19
CA,Yuba,1944,R,2379,42.14,3254,57.63,13,0.23
CA,Yuba,1948,R,3403,46.85,3608,49.68,252,3.47
CA,Yuba,1952,R,5840,60.42,3762,38.92,63,0.65
CA,Yuba,1956,R,4782,55.76,3767,43.92,27,0.31
CA,Yuba,1960,R,5293,51.72,4882,47.71,58,0.57
CA,Yuba,1964,R,4964,42.29,6766,57.64,9,0.08
CA,Yuba,1968,R,5371,48.17,4461,40.01,1318,11.82
CA,Yuba,1972,R,6623,56.95,4435,38.13,572,4.92
CA,Yuba,1976,R,5496,44.74,6451,52.51,338,2.75
CA,Yuba,1980,R,7942,56.28,4896,34.7,1273,9.02
CA,Yuba,1984,R,9780,63.52,5339,34.68,278,1.81
CA,Yuba,1988,R,8937,61.37,5444,37.38,182,1.25
CA,Yuba,1992,R,7333,43.4,5785,34.24,3777,22.36
CA,Yuba,1996,R,7971,51.53,5789,37.42,1710,11.05
CA,Yuba,2000,R,9838,61,5546,34.39,743,4.61
CA,Yuba,2004,R,12076,67,5687,31.55,261,1.45
CA,Yuba,2008,R,12007,56.1,8866,41.43,528,2.47
CA,Yuba,2012,R,11275,57.23,7711,39.14,714,3.62
CA,Yuba,2016,R,13170,57.27,7910,34.39,1918,8.34
CA,Yuba,2020,R,17676,59.32,11230,37.69,890,2.99
CA,Yuba,2024,R,18491,61.49,10725,35.66,856,2.85
CO,Adams,1904,R,1115,50.89,1041,47.51,35,1.6
CO,Adams,1908,R,1301,49.06,1232,46.46,119,4.49
CO,Adams,1912,R,398,14.1,1312,46.48,1113,39.43
CO,Adams,1916,R,1165,33.93,2120,61.74,149,4.34
CO,Adams,1920,R,2510,57.57,1633,37.45,217,4.98
CO,Adams,1924,R,2931,56.33,1209,23.24,1063,20.43
CO,Adams,1928,R,4031,63.1,2265,35.46,92,1.44
CO,Adams,1932,R,2812,36.69,4554,59.41,299,3.9
CO,Adams,1936,R,3124,38.33,4865,59.69,162,1.99
CO,Adams,1940,R,4767,50.16,4674,49.18,62,0.65
CO,Adams,1944,R,4933,54.43,4101,45.25,29,0.32
CO,Adams,1948,R,6240,57.83,4419,40.95,132,1.22
CO,Adams,1952,R,8995,54.89,7321,44.68,71,0.43
CO,Adams,1956,R,12778,52.23,11470,46.89,215,0.88
CO,Adams,1960,R,18452,46.36,21168,53.19,178,0.45
CO,Adams,1964,R,15652,30.42,35498,68.99,304,0.59
CO,Adams,1968,R,24343,43.87,25111,45.25,6039,10.88
CO,Adams,1972,R,40372,60.79,24170,36.39,1870,2.82
CO,Adams,1976,R,35392,45.3,40551,51.9,2184,2.8
CO,Adams,1980,R,42916,50.5,31357,36.9,10702,12.59
CO,Adams,1984,R,55092,60.2,35285,38.56,1134,1.24
CO,Adams,1988,R,43163,45.87,49464,52.57,1467,1.56
CO,Adams,1992,R,30856,29.93,45357,44,26864,26.06
CO,Adams,1996,R,36666,38.92,48314,51.28,9234,9.8
CO,Adams,2000,R,47561,44.1,54132,50.19,6159,5.71
CO,Adams,2004,R,65912,48.22,69122,50.57,1643,1.2
CO,Adams,2008,R,63976,39.86,93445,58.22,3080,1.92
CO,Adams,2012,R,70972,40.12,100649,56.9,5272,2.98
CO,Adams,2016,R,80082,41.35,96558,49.86,17037,8.8
CO,Adams,2020,R,95657,40.41,134202,56.69,6881,2.91
CO,Adams,2024,R,103024,44.12,124056,53.13,6411,2.75
CO,Alamosa,1916,R,488,26.15,1308,70.1,70,3.75
CO,Alamosa,1920,R,1081,51.87,949,45.54,54,2.59
CO,Alamosa,1924,R,1009,40.59,625,25.14,852,34.27
CO,Alamosa,1928,R,1759,58.23,1239,41.01,23,0.76
CO,Alamosa,1932,R,1306,36.96,2141,60.58,87,2.46
CO,Alamosa,1936,R,1188,29.71,2754,68.87,57,1.43
CO,Alamosa,1940,R,2243,47.39,2467,52.12,23,0.49
CO,Alamosa,1944,R,1933,51.56,1806,48.17,10,0.27
CO,Alamosa,1948,R,1950,44.58,2395,54.76,29,0.66
CO,Alamosa,1952,R,2728,62.13,1626,37.03,37,0.84
CO,Alamosa,1956,R,2442,62.33,1465,37.39,11,0.28
CO,Alamosa,1960,R,2271,55.58,1811,44.32,4,0.1
CO,Alamosa,1964,R,1488,37.42,2481,62.4,7,0.18
CO,Alamosa,1968,R,2277,55,1574,38.02,289,6.98
CO,Alamosa,1972,R,2916,62.51,1540,33.01,209,4.48
CO,Alamosa,1976,R,2599,53.51,2052,42.25,206,4.24
CO,Alamosa,1980,R,2601,53.87,1821,37.72,406,8.41
CO,Alamosa,1984,R,2953,62.68,1720,36.51,38,0.81
CO,Alamosa,1988,R,2567,53.7,2146,44.9,67,1.4
CO,Alamosa,1992,R,1572,34.05,1928,41.76,1117,24.19
CO,Alamosa,1996,R,2038,41.23,2330,47.14,575,11.63
CO,Alamosa,2000,R,2857,50.49,2455,43.38,347,6.13
CO,Alamosa,2004,R,3179,50.63,3017,48.05,83,1.32
CO,Alamosa,2008,R,2635,41.92,3521,56.01,130,2.07
CO,Alamosa,2012,R,2705,40.28,3811,56.75,199,2.96
CO,Alamosa,2016,R,3046,43.9,3189,45.96,704,10.15
CO,Alamosa,2020,R,3813,48.83,3759,48.14,236,3.02
CO,Alamosa,2024,R,4057,53.88,3244,43.09,228,3.03
CO,Arapahoe,1880,R,4214,53.36,3582,45.35,102,1.29
CO,Arapahoe,1884,R,7133,54.17,5310,40.33,725,5.51
CO,Arapahoe,1888,R,11541,56.55,8320,40.77,547,2.68
CO,Arapahoe,1892,R,11331,48.11,0,0,12222,51.89
CO,Arapahoe,1896,R,6057,12.33,42521,86.54,556,1.13
CO,Arapahoe,1900,R,25469,42.11,33754,55.81,1260,2.08
CO,Arapahoe,1904,R,1351,62.93,717,33.4,79,3.68
CO,Arapahoe,1908,R,1514,50.5,1340,44.7,144,4.8
CO,Arapahoe,1912,R,765,20.15,1379,36.33,1652,43.52
CO,Arapahoe,1916,R,1443,33.91,2652,62.33,160,3.76
CO,Arapahoe,1920,R,2930,59.8,1752,35.76,218,4.45
CO,Arapahoe,1924,R,4267,64.23,1209,18.2,1167,17.57
CO,Arapahoe,1928,R,6086,70.29,2463,28.44,110,1.27
CO,Arapahoe,1932,R,4287,40.28,5796,54.46,559,5.25
CO,Arapahoe,1936,R,4272,38.24,6489,58.09,410,3.67
CO,Arapahoe,1940,R,7988,50.89,7571,48.24,137,0.87
CO,Arapahoe,1944,R,9057,54.52,7485,45.06,69,0.42
CO,Arapahoe,1948,R,7943,52.67,6962,46.17,175,1.16
CO,Arapahoe,1952,R,15402,60.32,9843,38.55,289,1.13
CO,Arapahoe,1956,R,19716,63.11,11351,36.33,176,0.56
CO,Arapahoe,1960,R,26379,60.07,17400,39.62,137,0.31
CO,Arapahoe,1964,R,23071,44.92,27940,54.4,347,0.68
CO,Arapahoe,1968,R,33712,59.65,18569,32.85,4238,7.5
CO,Arapahoe,1972,R,52283,72.24,18631,25.74,1462,2.02
CO,Arapahoe,1976,R,63154,63.45,33685,33.85,2687,2.7
CO,Arapahoe,1980,R,79594,62.19,30148,23.56,18238,14.25
CO,Arapahoe,1984,R,107556,71.92,39891,26.67,2107,1.41
CO,Arapahoe,1988,R,95926,60.24,61113,38.38,2206,1.39
CO,Arapahoe,1992,R,72221,39.26,66607,36.21,45107,24.52
CO,Arapahoe,1996,R,82778,50.79,68306,41.91,11912,7.31
CO,Arapahoe,2000,R,97768,51.47,82614,43.49,9560,5.03
CO,Arapahoe,2004,R,119475,51.42,110262,47.45,2628,1.13
CO,Arapahoe,2008,R,113868,42.78,148224,55.69,4064,1.53
CO,Arapahoe,2012,R,125588,43.99,153905,53.9,6023,2.11
CO,Arapahoe,2016,R,117053,38.63,159885,52.76,26110,8.62
CO,Arapahoe,2020,R,127323,36.36,213607,61,9253,2.64
CO,Arapahoe,2024,R,125311,38.48,190725,58.57,9595,2.95
CO,Archuleta,1888,R,127,62.25,77,37.75,0,0
CO,Archuleta,1892,R,107,47.98,0,0,116,52.02
CO,Archuleta,1896,R,141,26.26,393,73.18,3,0.56
CO,Archuleta,1900,R,578,59.4,391,40.18,4,0.41
CO,Archuleta,1904,R,674,63.71,357,33.74,27,2.55
CO,Archuleta,1908,R,503,46.06,505,46.25,84,7.69
CO,Archuleta,1912,R,452,28.88,609,38.91,504,32.2
CO,Archuleta,1916,R,473,35.7,830,62.64,22,1.66
CO,Archuleta,1920,R,700,63.12,379,34.17,30,2.71
CO,Archuleta,1924,R,451,43.12,269,25.72,326,31.17
CO,Archuleta,1928,R,610,56.48,447,41.39,23,2.13
CO,Archuleta,1932,R,462,32.77,928,65.82,20,1.42
CO,Archuleta,1936,R,541,40.59,761,57.09,31,2.33
CO,Archuleta,1940,R,869,53.71,744,45.98,5,0.31
CO,Archuleta,1944,R,602,58.45,427,41.46,1,0.1
CO,Archuleta,1948,R,597,55.07,479,44.19,8,0.74
CO,Archuleta,1952,R,691,64.58,377,35.23,2,0.19
CO,Archuleta,1956,R,635,59.91,423,39.91,2,0.19
CO,Archuleta,1960,R,489,46.26,567,53.64,1,0.09
CO,Archuleta,1964,R,370,36.71,632,62.7,6,0.6
CO,Archuleta,1968,R,486,49.69,409,41.82,83,8.49
CO,Archuleta,1972,R,606,64.47,300,31.91,34,3.62
CO,Archuleta,1976,R,768,53.63,632,44.13,32,2.23
CO,Archuleta,1980,R,1252,65.89,532,28,116,6.11
CO,Archuleta,1984,R,1557,71.98,584,27,22,1.02
CO,Archuleta,1988,R,1440,63.66,795,35.15,27,1.19
CO,Archuleta,1992,R,1242,44.11,819,29.08,755,26.81
CO,Archuleta,1996,R,1963,57.11,997,29.01,477,13.88
CO,Archuleta,2000,R,2988,62.8,1432,30.1,338,7.1
CO,Archuleta,2004,R,3601,61.67,2141,36.67,97,1.66
CO,Archuleta,2008,R,3638,54.91,2836,42.81,151,2.28
CO,Archuleta,2012,R,3872,57.5,2679,39.78,183,2.72
CO,Archuleta,2016,R,4264,58.1,2500,34.06,575,7.83
CO,Archuleta,2020,R,5189,56.75,3738,40.88,217,2.37
CO,Archuleta,2024,R,5218,55.77,3904,41.72,235,2.51
CO,Baca,1892,R,157,39.55,0,0,240,60.45
CO,Baca,1896,R,125,47.71,135,51.53,2,0.76
CO,Baca,1900,R,157,53.95,134,46.05,0,0
CO,Baca,1904,R,203,60.6,130,38.81,2,0.6
CO,Baca,1908,R,215,53.48,179,44.53,8,1.99
CO,Baca,1912,R,318,28.24,430,38.19,378,33.57
CO,Baca,1916,R,826,35.03,1294,54.88,238,10.09
CO,Baca,1920,R,1615,63.21,695,27.2,245,9.59
CO,Baca,1924,R,1174,46.35,653,25.78,706,27.87
CO,Baca,1928,R,2108,78.48,524,19.51,54,2.01
CO,Baca,1932,R,1349,34.02,2247,56.67,369,9.31
CO,Baca,1936,R,1288,39.46,1797,55.06,179,5.48
CO,Baca,1940,R,1567,56.53,1167,42.1,38,1.37
CO,Baca,1944,R,1528,61.89,941,38.11,0,0
CO,Baca,1948,R,1260,47.51,1368,51.58,24,0.9
CO,Baca,1952,R,2122,65.57,1094,33.81,20,0.62
CO,Baca,1956,R,1715,59.63,1150,39.99,11,0.38
CO,Baca,1960,R,1815,65.48,952,34.34,5,0.18
CO,Baca,1964,R,1241,47.4,1366,52.18,11,0.42
CO,Baca,1968,R,1441,57.55,719,28.71,344,13.74
CO,Baca,1972,R,1645,73.93,527,23.69,53,2.38
CO,Baca,1976,R,1303,51.97,1164,46.43,40,1.6
CO,Baca,1980,R,1999,74.26,551,20.47,142,5.27
CO,Baca,1984,R,1903,75.85,580,23.12,26,1.04
CO,Baca,1988,R,1670,65.34,851,33.29,35,1.37
CO,Baca,1992,R,1240,47.29,726,27.69,656,25.02
CO,Baca,1996,R,1321,59.53,659,29.7,239,10.77
CO,Baca,2000,R,1663,73,531,23.31,84,3.69
CO,Baca,2004,R,1680,76.85,483,22.1,23,1.05
CO,Baca,2008,R,1572,72.28,536,24.64,67,3.08
CO,Baca,2012,R,1559,74.03,467,22.17,80,3.8
CO,Baca,2016,R,1753,81.42,283,13.14,117,5.43
CO,Baca,2020,R,1867,83.91,317,14.25,41,1.84
CO,Baca,2024,R,1686,84.13,275,13.72,43,2.15
CO,Bent,1880,R,174,41.23,242,57.35,6,1.42
CO,Bent,1884,R,382,44.26,446,51.68,35,4.06
CO,Bent,1888,R,1338,51.58,1074,41.4,182,7.02
CO,Bent,1892,R,162,40.3,0,0,240,59.7
CO,Bent,1896,R,197,24.63,591,73.88,12,1.5
CO,Bent,1900,R,569,50.49,546,48.45,12,1.06
CO,Bent,1904,R,812,63.94,416,32.76,42,3.31
CO,Bent,1908,R,915,50.72,819,45.4,70,3.88
CO,Bent,1912,R,420,21.76,730,37.82,780,40.41
CO,Bent,1916,R,833,34.8,1473,61.53,88,3.68
CO,Bent,1920,R,1584,60.67,937,35.89,90,3.45
CO,Bent,1924,R,1511,54.14,804,28.81,476,17.05
CO,Bent,1928,R,1957,72.13,741,27.31,15,0.55
CO,Bent,1932,R,1327,39.58,1948,58.1,78,2.33
CO,Bent,1936,R,1299,40.84,1821,57.25,61,1.92
CO,Bent,1940,R,1899,51.67,1759,47.86,17,0.46
CO,Bent,1944,R,1556,51.51,1456,48.2,9,0.3
CO,Bent,1948,R,1296,43.43,1658,55.56,30,1.01
CO,Bent,1952,R,1950,59.4,1317,40.12,16,0.49
CO,Bent,1956,R,1718,57.25,1283,42.75,0,0
CO,Bent,1960,R,1671,57.54,1228,42.29,5,0.17
CO,Bent,1964,R,937,34.76,1737,64.43,22,0.82
CO,Bent,1968,R,1228,47.47,1126,43.53,233,9.01
CO,Bent,1972,R,1525,64.29,787,33.18,60,2.53
CO,Bent,1976,R,1156,46.61,1268,51.13,56,2.26
CO,Bent,1980,R,1206,51.76,894,38.37,230,9.87
CO,Bent,1984,R,1314,59.75,859,39.06,26,1.18
CO,Bent,1988,R,1032,47.62,1088,50.21,47,2.17
CO,Bent,1992,R,759,33.63,985,43.64,513,22.73
CO,Bent,1996,R,917,41.7,1046,47.57,236,10.73
CO,Bent,2000,R,1096,55.83,783,39.89,84,4.28
CO,Bent,2004,R,1338,62.09,785,36.43,32,1.48
CO,Bent,2008,R,1077,56.09,799,41.61,44,2.29
CO,Bent,2012,R,1075,55.36,815,41.97,52,2.68
CO,Bent,2016,R,1188,61.65,590,30.62,149,7.73
CO,Bent,2020,R,1503,66.09,732,32.19,39,1.72
CO,Bent,2024,R,1496,68.34,645,29.47,48,2.19
CO,Boulder,1880,R,1313,54.66,796,33.14,293,12.2
CO,Boulder,1884,R,1445,51.59,954,34.06,402,14.35
CO,Boulder,1888,R,1639,54.98,1176,39.45,166,5.57
CO,Boulder,1892,R,1338,36.42,0,0,2336,63.58
CO,Boulder,1896,R,1033,14.33,6046,83.87,130,1.8
CO,Boulder,1900,R,3719,40.57,5117,55.81,332,3.62
CO,Boulder,1904,R,5483,53.9,4030,39.62,659,6.48
CO,Boulder,1908,R,4856,41.76,5772,49.63,1001,8.61
CO,Boulder,1912,R,2445,23.02,4330,40.77,3845,36.21
CO,Boulder,1916,R,3986,33.02,7419,61.46,666,5.52
CO,Boulder,1920,R,6456,57.91,4200,37.67,492,4.41
CO,Boulder,1924,R,7595,58.75,3273,25.32,2059,15.93
CO,Boulder,1928,R,9457,67.48,4363,31.13,195,1.39
CO,Boulder,1932,R,7487,44.81,8412,50.35,808,4.84
CO,Boulder,1936,R,7244,41.39,9788,55.93,469,2.68
CO,Boulder,1940,R,10525,53.22,9039,45.71,212,1.07
CO,Boulder,1944,R,10054,57.09,7442,42.26,114,0.65
CO,Boulder,1948,R,10335,52.09,8792,44.32,712,3.59
CO,Boulder,1952,R,15069,65.29,7767,33.65,243,1.05
CO,Boulder,1956,R,16748,66.89,8149,32.55,142,0.57
CO,Boulder,1960,R,19791,61.47,12276,38.13,130,0.4
CO,Boulder,1964,R,17373,43.08,22737,56.38,220,0.55
CO,Boulder,1968,R,27671,57.66,17422,36.3,2895,6.03
CO,Boulder,1972,R,40766,56.8,29484,41.08,1520,2.12
CO,Boulder,1976,R,42830,52.71,33284,40.96,5139,6.32
CO,Boulder,1980,R,40698,46.74,28422,32.64,17949,20.61
CO,Boulder,1984,R,53535,55.06,42195,43.4,1493,1.54
CO,Boulder,1988,R,48174,44.93,57265,53.41,1784,1.66
CO,Boulder,1992,R,33553,26.47,64567,50.93,28651,22.6
CO,Boulder,1996,R,41922,34.55,63316,52.17,16116,13.28
CO,Boulder,2000,R,50873,36.44,69983,50.12,18770,13.44
CO,Boulder,2004,R,51586,32.39,105564,66.28,2109,1.32
CO,Boulder,2008,R,44904,26.14,124159,72.29,2700,1.57
CO,Boulder,2012,R,49981,27.84,125091,69.69,4427,2.47
CO,Boulder,2016,R,41396,22,132334,70.34,14415,7.66
CO,Boulder,2020,R,42501,20.62,159089,77.19,4521,2.19
CO,Boulder,2024,R,40758,20.76,150149,76.49,5397,2.75
CO,Broomfield,2004,R,12007,51.68,10935,47.06,293,1.26
CO,Broomfield,2008,R,12757,43.31,16168,54.89,528,1.79
CO,Broomfield,2012,R,15008,45.67,16966,51.62,891,2.71
CO,Broomfield,2016,R,14367,38.12,19731,52.35,3591,9.53
CO,Broomfield,2020,R,16295,34.94,29077,62.35,1260,2.7
CO,Broomfield,2024,R,16071,34.3,29426,62.81,1351,2.88
CO,Chaffee,1880,R,1135,48.5,1188,50.77,17,0.73
CO,Chaffee,1884,R,1142,53.46,986,46.16,8,0.37
CO,Chaffee,1888,R,1277,56.21,941,41.42,54,2.38
CO,Chaffee,1892,R,678,40.12,0,0,1012,59.88
CO,Chaffee,1896,R,141,5.1,2606,94.35,15,0.54
CO,Chaffee,1900,R,1033,34.41,1890,62.96,79,2.63
CO,Chaffee,1904,R,1611,46.9,1601,46.61,223,6.49
CO,Chaffee,1908,R,1233,38.23,1679,52.06,313,9.71
CO,Chaffee,1912,R,723,21.3,1641,48.34,1031,30.37
CO,Chaffee,1916,R,864,24.59,2546,72.47,103,2.93
CO,Chaffee,1920,R,1501,52.91,1233,43.46,103,3.63
CO,Chaffee,1924,R,1336,43.4,612,19.88,1130,36.71
CO,Chaffee,1928,R,1880,59.49,1230,38.92,50,1.58
CO,Chaffee,1932,R,1061,29.24,2393,65.96,174,4.8
CO,Chaffee,1936,R,1069,29.18,2447,66.78,148,4.04
CO,Chaffee,1940,R,1933,46.91,2153,52.24,35,0.85
CO,Chaffee,1944,R,1675,48.83,1731,50.47,24,0.7
CO,Chaffee,1948,R,2065,57.68,1476,41.23,39,1.09
CO,Chaffee,1952,R,2171,56.7,1643,42.91,15,0.39
CO,Chaffee,1956,R,2284,63.67,1303,36.33,0,0
CO,Chaffee,1960,R,2094,52.14,1918,47.76,4,0.1
CO,Chaffee,1964,R,1476,37.36,2463,62.34,12,0.3
CO,Chaffee,1968,R,2121,51.07,1667,40.14,365,8.79
CO,Chaffee,1972,R,2859,66.63,1354,31.55,78,1.82
CO,Chaffee,1976,R,2925,56.66,2064,39.98,173,3.35
CO,Chaffee,1980,R,3327,60.73,1583,28.9,568,10.37
CO,Chaffee,1984,R,3680,66.31,1779,32.05,91,1.64
CO,Chaffee,1988,R,3080,53.9,2548,44.59,86,1.51
CO,Chaffee,1992,R,2419,38.51,2284,36.36,1579,25.14
CO,Chaffee,1996,R,3052,46.85,2768,42.49,695,10.67
CO,Chaffee,2000,R,4300,56.5,2768,36.37,542,7.12
CO,Chaffee,2004,R,4875,55.59,3766,42.94,129,1.47
CO,Chaffee,2008,R,4873,49.12,4862,49.01,186,1.87
CO,Chaffee,2012,R,5070,48.46,5086,48.61,306,2.92
CO,Chaffee,2016,R,5391,47.92,4888,43.45,971,8.63
CO,Chaffee,2020,R,6222,45.36,7160,52.19,336,2.45
CO,Chaffee,2024,R,6034,41.84,7992,55.41,397,2.75
CO,Cheyenne,1892,R,102,66.67,0,0,51,33.33
CO,Cheyenne,1896,R,87,45.55,104,54.45,0,0
CO,Cheyenne,1900,R,128,56.39,97,42.73,2,0.88
CO,Cheyenne,1904,R,145,65.91,69,31.36,6,2.73
CO,Cheyenne,1908,R,445,54.33,331,40.42,43,5.25
CO,Cheyenne,1912,R,237,17.66,507,37.78,598,44.56
CO,Cheyenne,1916,R,558,38.38,802,55.16,94,6.46
CO,Cheyenne,1920,R,840,64.57,358,27.52,103,7.92
CO,Cheyenne,1924,R,875,55.7,236,15.02,460,29.28
CO,Cheyenne,1928,R,945,63.85,500,33.78,35,2.36
CO,Cheyenne,1932,R,746,39.41,1042,55.04,105,5.55
CO,Cheyenne,1936,R,767,44.85,903,52.81,40,2.34
CO,Cheyenne,1940,R,915,54.43,758,45.09,8,0.48
CO,Cheyenne,1944,R,923,60.68,594,39.05,4,0.26
CO,Cheyenne,1948,R,657,47.4,713,51.44,16,1.15
CO,Cheyenne,1952,R,1004,65.97,515,33.84,3,0.2
CO,Cheyenne,1956,R,820,61.7,507,38.15,2,0.15
CO,Cheyenne,1960,R,806,65.69,419,34.15,2,0.16
CO,Cheyenne,1964,R,545,42.48,735,57.29,3,0.23
CO,Cheyenne,1968,R,664,55.7,392,32.89,136,11.41
CO,Cheyenne,1972,R,815,63.37,400,31.1,71,5.52
CO,Cheyenne,1976,R,610,48.15,625,49.33,32,2.53
CO,Cheyenne,1980,R,816,65.86,322,25.99,101,8.15
CO,Cheyenne,1984,R,892,73.23,307,25.21,19,1.56
CO,Cheyenne,1988,R,760,64.08,399,33.64,27,2.28
CO,Cheyenne,1992,R,615,50.74,301,24.83,296,24.42
CO,Cheyenne,1996,R,739,62.84,328,27.89,109,9.27
CO,Cheyenne,2000,R,957,78.96,209,17.24,46,3.8
CO,Cheyenne,2004,R,923,81.39,198,17.46,13,1.15
CO,Cheyenne,2008,R,890,80.11,198,17.82,23,2.07
CO,Cheyenne,2012,R,889,81.34,172,15.74,32,2.93
CO,Cheyenne,2016,R,925,83.94,132,11.98,45,4.08
CO,Cheyenne,2020,R,993,87.41,131,11.53,12,1.06
CO,Cheyenne,2024,R,930,88.15,108,10.24,17,1.61
CO,Clear Creek,1880,R,1567,60.02,961,36.81,83,3.18
CO,Clear Creek,1884,R,1399,59.36,915,38.82,43,1.82
CO,Clear Creek,1888,R,1244,60.62,696,33.92,112,5.46
CO,Clear Creek,1892,R,494,22.1,0,0,1741,77.9
CO,Clear Creek,1896,R,101,2.92,3345,96.84,8,0.23
CO,Clear Creek,1900,R,761,24.38,2309,73.96,52,1.67
CO,Clear Creek,1904,R,1691,56.22,1252,41.62,65,2.16
CO,Clear Creek,1908,R,872,33.44,1702,65.26,34,1.3
CO,Clear Creek,1912,R,469,23.83,1166,59.25,333,16.92
CO,Clear Creek,1916,R,474,26.35,1289,71.65,36,2
CO,Clear Creek,1920,R,765,58.31,518,39.48,29,2.21
CO,Clear Creek,1924,R,722,61.87,284,24.34,161,13.8
CO,Clear Creek,1928,R,790,61.05,481,37.17,23,1.78
CO,Clear Creek,1932,R,597,38.17,939,60.04,28,1.79
CO,Clear Creek,1936,R,720,34.68,1340,64.55,16,0.77
CO,Clear Creek,1940,R,1018,44.15,1281,55.55,7,0.3
CO,Clear Creek,1944,R,795,55.29,636,44.23,7,0.49
CO,Clear Creek,1948,R,810,48.68,836,50.24,18,1.08
CO,Clear Creek,1952,R,1145,67.71,540,31.93,6,0.35
CO,Clear Creek,1956,R,973,64.87,520,34.67,7,0.47
CO,Clear Creek,1960,R,964,58.35,688,41.65,0,0
CO,Clear Creek,1964,R,676,38.26,1086,61.46,5,0.28
CO,Clear Creek,1968,R,1011,52.71,719,37.49,188,9.8
CO,Clear Creek,1972,R,1557,62.23,815,32.57,130,5.2
CO,Clear Creek,1976,R,1477,55.36,1069,40.07,122,4.57
CO,Clear Creek,1980,R,1784,56.22,837,26.38,552,17.4
CO,Clear Creek,1984,R,2151,65.34,1089,33.08,52,1.58
CO,Clear Creek,1988,R,1820,50.11,1698,46.75,114,3.14
CO,Clear Creek,1992,R,1356,30.4,1744,39.1,1360,30.49
CO,Clear Creek,1996,R,1746,41.97,1863,44.78,551,13.25
CO,Clear Creek,2000,R,2247,45.63,2188,44.44,489,9.93
CO,Clear Creek,2004,R,2522,44.93,2989,53.25,102,1.82
CO,Clear Creek,2008,R,2300,39.88,3332,57.78,135,2.34
CO,Clear Creek,2012,R,2430,42.31,3119,54.31,194,3.38
CO,Clear Creek,2016,R,2575,43.9,2729,46.52,562,9.58
CO,Clear Creek,2020,R,2754,42.06,3604,55.04,190,2.9
CO,Clear Creek,2024,R,2452,40.18,3464,56.77,186,3.05
CO,Conejos,1880,R,608,49.8,611,50.04,2,0.16
CO,Conejos,1884,R,728,55.45,583,44.4,2,0.15
CO,Conejos,1888,R,982,59.26,669,40.37,6,0.36
CO,Conejos,1892,R,823,56.88,0,0,624,43.12
